iter	RMSE
7500	2.552279696
7550	2.535000483
7600	2.518573414
7650	2.501428934
7700	2.483232469
7750	2.466194131
7800	2.449634037
7850	2.434229949
7900	2.418925716
7950	2.402151625
8000	2.385935411
8050	2.369726921
8100	2.353179822
8150	2.33828299
8200	2.323453975
8250	2.307146951
8300	2.291800095
8350	2.276794947
8400	2.262121852
8450	2.246114634
8500	2.229394957
8550	2.213861128
8600	2.198363525
8650	2.183267687
8700	2.169099226
8750	2.153328184
8800	2.136822964
8850	2.121416389
8900	2.107901466
8950	2.0943213
9000	2.080797248
9050	2.065817881
9100	2.051405418
9150	2.037031254
9200	2.022853319
9250	2.008976736
9300	1.995472031
9350	1.982641103
9400	1.97029907
9450	1.958056354
9500	1.94490613
9550	1.929711588
9600	1.917667179
9650	1.904392722
9700	1.892935502
9750	1.879901622
9800	1.86730174
9850	1.854435175
9900	1.841297617
9950	1.828527976
10000	1.816135389
10050	1.804059765
10100	1.791560839
10150	1.7799326
10200	1.769099648
10250	1.756075392
10300	1.745888364
10350	1.734357679
10400	1.721967872
10450	1.711446833
10500	1.700710349
10550	1.689238057
10600	1.680171791
10650	1.667508333
10700	1.656981655
10750	1.647758472
10800	1.637722235
10850	1.626034686
10900	1.61543847
10950	1.604674991
11000	1.594078506
11050	1.583089822
11100	1.573408527
11150	1.563537853
11200	1.552402651
11250	1.542446223
11300	1.533421326
11350	1.524165041
11400	1.51419837
11450	1.50518178
11500	1.495278535
11550	1.48635645
11600	1.476710385
11650	1.467912442
11700	1.458181949
11750	1.448239244
11800	1.439062062
11850	1.429990642
11900	1.421018089
11950	1.41273861
12000	1.405318561
12050	1.396712239
12100	1.389436557
12150	1.379666214
12200	1.371447261
12250	1.36269569
12300	1.354630065
12350	1.345308571
12400	1.337123479
12450	1.328898634
12500	1.32018058
12550	1.312055052
12600	1.304031972
12650	1.295630859
12700	1.287205401
12750	1.280038192
12800	1.271995738
12850	1.264565467
12900	1.257500591
12950	1.249979454
13000	1.242168222
13050	1.235226209
13100	1.227348732
13150	1.220482803
13200	1.212996006
13250	1.205488204
13300	1.197836793
13350	1.191069433
13400	1.183757252
13450	1.177167338
13500	1.17099609
13550	1.163990464
13600	1.158111232
13650	1.151315754
13700	1.144607171
13750	1.137930292
13800	1.131131008
13850	1.124267768
13900	1.117455481
13950	1.110323557
14000	1.102814706
14050	1.09571073
14100	1.089451855
14150	1.083025112
14200	1.076701007
14250	1.069944677
14300	1.064168854
14350	1.057242608
14400	1.051601808
14450	1.045616959
14500	1.039453226
14550	1.033006141
14600	1.026682913
14650	1.020518772
14700	1.015132802
14750	1.009124364
14800	1.002980063
14850	0.9969465539
14900	0.990724029
14950	0.9852991496
15000	0.9793889802
15050	0.9738206523
15100	0.9682046636
15150	0.9626963789
15200	0.9567618096
15250	0.9514454421
15300	0.946174243
15350	0.9409866883
15400	0.9356296878
15450	0.929542393
15500	0.9248909723
15550	0.9195659606
15600	0.9144816123
15650	0.9093215564
15700	0.9049863501
15750	0.8998034426
15800	0.8950496185
15850	0.8898414724
15900	0.8845904159
15950	0.879349535
16000	0.874469004
16050	0.8690306118
16100	0.8640555304
16150	0.8593895946
16200	0.8546936628
16250	0.849968262
16300	0.8452896557
16350	0.8401837797
16400	0.8354870165
16450	0.8307114667
16500	0.825342649
16550	0.8207026383
16600	0.8159842447
16650	0.8112355987
16700	0.807300922
16750	0.8029369573
16800	0.7984335792
16850	0.7937154211
16900	0.7887727944
16950	0.7842315582
17000	0.7805334421
17050	0.7760300131
17100	0.7716053652
17150	0.7664206318
17200	0.762155189
17250	0.757458577
17300	0.7538442622
17350	0.7496112146
17400	0.7452289557
17450	0.7414991949
17500	0.7373378771
17550	0.7336015292
17600	0.7297919671
17650	0.7254841057
17700	0.7212963339
17750	0.7174726728
17800	0.7133546704
17850	0.7092371197
17900	0.705239978
17950	0.7012576696
18000	0.697742776
18050	0.693886691
18100	0.6894508256
18150	0.6850212839
18200	0.6813316389
18250	0.6777922769
18300	0.6740757099
18350	0.6701557028
18400	0.6661895936
18450	0.6624101984
18500	0.6587080485
18550	0.654969799
18600	0.6510597729
18650	0.6477905018
18700	0.6444522558
18750	0.6413654932
18800	0.6381624636
18850	0.6351590134
18900	0.6313574556
18950	0.628093617
19000	0.6251752768
19050	0.6217624251
19100	0.618566194
19150	0.6153042488
19200	0.6119659412
19250	0.6086269647
19300	0.6051893276
19350	0.6021200416
19400	0.59849904
19450	0.5947495386
19500	0.5918442239
19550	0.5884030963
19600	0.5852702615
19650	0.5821250309
19700	0.5786263729
19750	0.5758020645
19800	0.5730189831
19850	0.5700866418
19900	0.5669903711
19950	0.5640148461
20000	0.5607251764
20050	0.5580138381
20100	0.5548377568
20150	0.5517521483
20200	0.5487070405
20250	0.5457647681
20300	0.5426316706
20350	0.5394884027
20400	0.5367586885
20450	0.5337694862
20500	0.5308889364
20550	0.5278712378
20600	0.5251174724
20650	0.5222102256
20700	0.5194469254
20750	0.5169371625
20800	0.5142110591
20850	0.5114483479
20900	0.5086397464
20950	0.5059887845
21000	0.5030225357
21050	0.5002507877
21100	0.4971899571
21150	0.4946581575
21200	0.4920580474
21250	0.4892287776
21300	0.4866549015
21350	0.4843743704
21400	0.4820646991
21450	0.4793174519
21500	0.4768734888
21550	0.4746099495
21600	0.4720253842
21650	0.4693511111
21700	0.4667406133
21750	0.4642326155
21800	0.4618090305
21850	0.4594082229
21900	0.4570766893
21950	0.4544131093
22000	0.4520967244
22050	0.4497649556
22100	0.4476880254
22150	0.4451324299
22200	0.4426867625
22250	0.4404686629
22300	0.4380973936
22350	0.4358992171
22400	0.4335896592
22450	0.431129505
22500	0.4288427318
22550	0.4265040829
22600	0.4241913549
22650	0.4219738289
22700	0.419339791
22750	0.4171348821
22800	0.4151064557
22850	0.4128225587
22900	0.410638879
22950	0.4084331258
23000	0.4062132723
23050	0.4040343665
23100	0.4017871773
23150	0.3994870872
23200	0.3976222899
23250	0.3955792738
23300	0.3935001249
23350	0.3914038584
23400	0.3896722351
23450	0.3876523012
23500	0.3857046791
23550	0.3837609473
23600	0.3819533159
23650	0.3799892511
23700	0.3779744856
23750	0.3759601222
23800	0.3740737719
23850	0.3721084338
23900	0.370165889
23950	0.3683415364
24000	0.3664657859
24050	0.3644829805
24100	0.3628328017
24150	0.3609686026
24200	0.3589300873
24250	0.3571058291
24300	0.3551950252
24350	0.3531706418
24400	0.3512275042
24450	0.3490888449
24500	0.3476157618
24550	0.3458565543
24600	0.343668559
24650	0.3419439958
24700	0.3402270561
24750	0.3384505134
24800	0.3366971367
24850	0.3348830862
24900	0.3330833421
24950	0.3314062042
25000	0.329565797
25050	0.3278766648
25100	0.3259515245
25150	0.3244955698
25200	0.3228483861
25250	0.3209266381
25300	0.3191470764
25350	0.3176241248
25400	0.315966328
25450	0.3142286513
25500	0.3126348388
25550	0.3109380403
25600	0.309349256
25650	0.307884983
25700	0.3061742414
25750	0.3045995822
25800	0.3029023521
25850	0.3013688583
25900	0.2998987479
25950	0.2984915474
26000	0.2970118316
26050	0.2956143776
26100	0.2941735373
26150	0.2927207767
26200	0.2911600176
26250	0.2896426237
26300	0.2881941025
26350	0.2866446023
26400	0.2853181293
26450	0.2837118223
26500	0.2822278321
26550	0.2807801516
26600	0.2793493221
26650	0.2777912416
26700	0.2761622476
26750	0.2746913985
26800	0.2730136759
26850	0.2716599542
26900	0.2703059251
26950	0.268807166
27000	0.2673783708
27050	0.2662045664
27100	0.2649158215
27150	0.2635264925
27200	0.2621378288
27250	0.2608532642
27300	0.2594110207
27350	0.2581294263
27400	0.2569398389
27450	0.2555104745
27500	0.2542881123
27550	0.2530190215
27600	0.25174305
27650	0.2505081374
27700	0.249180833
27750	0.2479072482
27800	0.246632573
27850	0.2455721957
27900	0.2441727774
27950	0.2428523114
28000	0.2415121367
28050	0.240371268
28100	0.2391515058
28150	0.2378090528
28200	0.2365119511
28250	0.2353594184
28300	0.2341628038
28350	0.2329669987
28400	0.231717314
28450	0.2305052767
28500	0.2291346152
28550	0.227801743
28600	0.2266819501
28650	0.2255182715
28700	0.2244019224
28750	0.2232085839
28800	0.2220134881
28850	0.220919652
28900	0.2198691846
28950	0.2186787597
29000	0.2174384711
29050	0.2163433299
29100	0.2152618887
29150	0.2141518143
29200	0.2131863604
29250	0.2120199457
29300	0.2108490262
29350	0.209766425
29400	0.2087190497
29450	0.2076645891
29500	0.20652637
29550	0.2054895114
29600	0.2042464561
29650	0.2031213505
29700	0.2020952267
29750	0.2009397609
29800	0.2000150543
29850	0.1990821838
29900	0.1981791218
29950	0.197241678
29999	0.1962696786
