iter	Passed	Remaining
4048	57092	365918
4049	57103	365884
4050	57113	365842
4051	57121	365795
4052	57132	365758
4053	57144	365729
4054	57159	365723
4055	57173	365708
4056	57186	365683
4057	57195	365642
4058	57205	365601
4059	57217	365573
4060	57230	365552
4061	57240	365511
4062	57257	365517
4063	57272	365504
4064	57293	365537
4065	57308	365529
4066	57324	365525
4067	57345	365556
4068	57363	365568
4069	57379	365563
4070	57392	365547
4071	57405	365520
4072	57415	365481
4073	57426	365446
4074	57439	365427
4075	57450	365396
4076	57470	365415
4077	57483	365395
4078	57495	365368
4079	57505	365328
4080	57517	365298
4081	57531	365288
4082	57542	365256
4083	57556	365235
4084	57570	365222
4085	57582	365193
4086	57593	365162
4087	57604	365130
4088	57615	365098
4089	57630	365087
4090	57641	365055
4091	57659	365064
4092	57670	365030
4093	57683	365006
4094	57694	364975
4095	57707	364952
4096	57721	364937
4097	57733	364911
4098	57745	364888
4099	57759	364869
4100	57769	364828
4101	57778	364783
4102	57790	364757
4103	57805	364747
4104	57817	364723
4105	57837	364744
4106	57848	364711
4107	57859	364680
4108	57877	364686
4109	57891	364676
4110	57901	364636
4111	57915	364618
4112	57928	364600
4113	57940	364571
4114	57952	364546
4115	57962	364506
4116	57979	364511
4117	57989	364470
4118	58001	364440
4119	58017	364438
4120	58038	364471
4121	58050	364442
4122	58063	364419
4123	58079	364418
4124	58095	364418
4125	58113	364430
4126	58133	364451
4127	58145	364425
4128	58159	364409
4129	58179	364432
4130	58193	364414
4131	58206	364394
4132	58217	364362
4133	58228	364326
4134	58240	364300
4135	58254	364284
4136	58266	364260
4137	58281	364251
4138	58293	364227
4139	58309	364221
4140	58320	364187
4141	58332	364165
4142	58343	364132
4143	58358	364120
4144	58372	364108
4145	58386	364092
4146	58403	364095
4147	58415	364068
4148	58426	364034
4149	58435	363987
4150	58444	363944
4151	58455	363911
4152	58468	363887
4153	58478	363851
4154	58491	363831
4155	58503	363804
4156	58516	363783
4157	58528	363757
4158	58540	363729
4159	58555	363719
4160	58571	363720
4161	58583	363690
4162	58597	363676
4163	58610	363654
4164	58620	363614
4165	58635	363609
4166	58648	363584
4167	58658	363546
4168	58669	363512
4169	58678	363468
4170	58692	363454
4171	58710	363465
4172	58722	363435
4173	58736	363423
4174	58749	363403
4175	58762	363381
4176	58775	363361
4177	58789	363345
4178	58803	363333
4179	58813	363295
4180	58828	363284
4181	58845	363287
4182	58861	363288
4183	58873	363261
4184	58891	363271
4185	58904	363250
4186	58916	363222
4187	58928	363195
4188	58939	363165
4189	58951	363137
4190	58964	363117
4191	58973	363069
4192	58985	363045
4193	58997	363017
4194	59016	363032
4195	59034	363044
4196	59050	363039
4197	59063	363020
4198	59076	363001
4199	59091	362991
4200	59103	362963
4201	59112	362918
4202	59123	362887
4203	59133	362848
4204	59145	362819
4205	59158	362800
4206	59169	362763
4207	59183	362754
4208	59202	362770
4209	59223	362797
4210	59241	362803
4211	59251	362769
4212	59271	362792
4213	59283	362762
4214	59293	362725
4215	59308	362714
4216	59329	362742
4217	59341	362718
4218	59355	362705
4219	59368	362684
4220	59384	362679
4221	59398	362662
4222	59418	362686
4223	59438	362708
4224	59450	362685
4225	59462	362653
4226	59473	362623
4227	59486	362602
4228	59498	362575
4229	59512	362563
4230	59526	362550
4231	59538	362522
4232	59554	362516
4233	59568	362506
4234	59579	362473
4235	59590	362439
4236	59612	362474
4237	59626	362455
4238	59636	362421
4239	59648	362390
4240	59659	362357
4241	59671	362334
4242	59688	362339
4243	59698	362297
4244	59714	362296
4245	59728	362281
4246	59743	362272
4247	59757	362260
4248	59770	362240
4249	59788	362248
4250	59805	362249
4251	59813	362199
4252	59824	362171
4253	59838	362155
4254	59853	362142
4255	59865	362120
4256	59878	362100
4257	59891	362075
4258	59901	362039
4259	59911	362002
4260	59924	361979
4261	59935	361945
4262	59953	361954
4263	59969	361952
4264	59981	361925
4265	59991	361892
4266	60004	361869
4267	60015	361837
4268	60025	361799
4269	60036	361765
4270	60051	361758
4271	60065	361744
4272	60078	361722
4273	60088	361686
4274	60100	361659
4275	60114	361643
4276	60130	361637
4277	60139	361597
4278	60150	361565
4279	60163	361542
4280	60172	361499
4281	60183	361465
4282	60194	361432
4283	60211	361440
4284	60227	361436
4285	60239	361407
4286	60254	361399
4287	60268	361388
4288	60282	361373
4289	60298	361367
4290	60313	361363
4291	60327	361346
4292	60345	361358
4293	60361	361351
4294	60373	361326
4295	60387	361311
4296	60399	361286
4297	60415	361282
4298	60428	361260
4299	60441	361242
4300	60458	361249
4301	60468	361207
4302	60488	361229
4303	60499	361199
4304	60513	361183
4305	60526	361164
4306	60542	361162
4307	60555	361139
4308	60568	361118
4309	60579	361089
4310	60592	361067
4311	60607	361059
4312	60626	361073
4313	60639	361054
4314	60655	361054
4315	60666	361019
4316	60676	360982
4317	60686	360943
4318	60702	360938
4319	60715	360920
4320	60727	360891
4321	60739	360867
4322	60758	360881
4323	60774	360880
4324	60788	360864
4325	60799	360835
4326	60809	360795
4327	60820	360766
4328	60840	360786
4329	60856	360779
4330	60876	360802
4331	60907	360886
4332	60930	360927
4333	60950	360951
4334	60977	361014
4335	60994	361013
4336	61021	361080
4337	61043	361110
4338	61067	361155
4339	61088	361183
4340	61106	361193
4341	61125	361204
4342	61141	361203
4343	61151	361167
4344	61164	361142
4345	61174	361105
4346	61187	361083
4347	61204	361088
4348	61217	361068
4349	61230	361051
4350	61249	361065
4351	61259	361025
4352	61273	361010
4353	61292	361027
4354	61319	361085
4355	61341	361123
4356	61369	361189
4357	61390	361215
4358	61402	361191
4359	61414	361163
4360	61426	361138
4361	61439	361114
4362	61455	361112
4363	61476	361140
4364	61497	361163
4365	61508	361133
4366	61521	361115
4367	61536	361101
4368	61549	361083
4369	61567	361090
4370	61583	361087
4371	61600	361091
4372	61618	361102
4373	61640	361133
4374	61657	361135
4375	61686	361208
4376	61708	361244
4377	61730	361271
4378	61750	361297
4379	61778	361360
4380	61802	361404
4381	61820	361415
4382	61835	361408
4383	61848	361382
4384	61859	361352
4385	61870	361321
4386	61884	361304
4387	61895	361276
4388	61908	361253
4389	61920	361226
4390	61937	361231
4391	61954	361229
4392	61967	361209
4393	61980	361188
4394	61991	361158
4395	62004	361138
4396	62020	361135
4397	62033	361114
4398	62045	361088
4399	62061	361085
4400	62077	361082
4401	62087	361043
4402	62097	361008
4403	62109	360981
4404	62124	360970
4405	62135	360938
4406	62146	360909
4407	62159	360887
4408	62173	360872
4409	62185	360843
4410	62197	360818
4411	62210	360796
4412	62222	360772
4413	62236	360755
4414	62246	360716
4415	62257	360685
4416	62268	360654
4417	62285	360656
4418	62295	360621
4419	62313	360629
4420	62339	360683
4421	62361	360715
4422	62377	360713
4423	62406	360782
4424	62426	360801
4425	62446	360826
4426	62475	360893
4427	62493	360903
4428	62521	360968
4429	62540	360985
4430	62553	360962
4431	62568	360953
4432	62580	360929
4433	62594	360914
4434	62605	360880
4435	62617	360856
4436	62630	360835
4437	62641	360805
4438	62655	360787
4439	62674	360800
4440	62691	360803
4441	62703	360777
4442	62712	360736
4443	62725	360713
4444	62739	360697
4445	62750	360667
4446	62771	360692
4447	62788	360695
4448	62803	360685
4449	62814	360656
4450	62826	360628
4451	62836	360592
4452	62846	360552
4453	62860	360538
4454	62875	360527
4455	62889	360516
4456	62902	360491
4457	62914	360466
4458	62931	360470
4459	62950	360484
4460	62969	360499
4461	62986	360499
4462	62998	360473
4463	63009	360442
4464	63026	360444
4465	63051	360491
4466	63077	360542
4467	63095	360553
4468	63115	360571
4469	63128	360550
4470	63155	360613
4471	63173	360621
4472	63186	360599
4473	63199	360579
4474	63212	360560
4475	63227	360548
4476	63238	360518
4477	63250	360489
4478	63259	360449
4479	63271	360420
4480	63285	360406
4481	63297	360380
4482	63318	360405
4483	63331	360384
4484	63343	360357
4485	63354	360326
4486	63365	360294
4487	63379	360278
4488	63392	360261
4489	63405	360238
4490	63417	360214
4491	63431	360197
4492	63445	360183
4493	63462	360187
4494	63475	360166
4495	63504	360236
4496	63521	360239
4497	63538	360240
4498	63564	360292
4499	63587	360326
4500	63603	360324
4501	63623	360347
4502	63651	360410
4503	63670	360421
4504	63684	360406
4505	63699	360397
4506	63710	360368
4507	63724	360351
4508	63738	360335
4509	63755	360336
4510	63766	360304
4511	63783	360308
4512	63792	360267
4513	63808	360260
4514	63822	360244
4515	63837	360236
4516	63853	360233
4517	63869	360227
4518	63878	360187
4519	63889	360158
4520	63902	360133
4521	63927	360183
4522	63951	360223
4523	63971	360241
4524	63991	360260
4525	64016	360308
4526	64036	360327
4527	64055	360338
4528	64078	360373
4529	64098	360397
4530	64112	360378
4531	64123	360350
4532	64137	360332
4533	64149	360305
4534	64162	360284
4535	64175	360266
4536	64185	360230
4537	64196	360194
4538	64209	360176
4539	64226	360178
4540	64242	360171
4541	64255	360151
4542	64267	360126
4543	64277	360091
4544	64292	360080
4545	64308	360075
4546	64324	360070
4547	64334	360034
4548	64343	359994
4549	64354	359962
4550	64367	359941
4551	64377	359903
4552	64387	359865
4553	64401	359852
4554	64412	359818
4555	64421	359777
4556	64432	359742
4557	64442	359706
4558	64452	359671
4559	64466	359653
4560	64481	359648
4561	64493	359618
4562	64505	359591
4563	64516	359564
4564	64527	359532
4565	64541	359517
4566	64554	359494
4567	64565	359462
4568	64578	359441
4569	64587	359402
4570	64602	359392
4571	64617	359380
4572	64634	359385
4573	64648	359368
4574	64662	359354
4575	64672	359316
4576	64686	359300
4577	64703	359304
4578	64714	359272
4579	64724	359235
4580	64739	359223
4581	64758	359236
4582	64768	359201
4583	64779	359168
4584	64808	359237
4585	64820	359211
4586	64842	359239
4587	64859	359245
4588	64882	359276
4589	64910	359339
4590	64933	359376
4591	64948	359366
4592	64962	359350
4593	64982	359369
4594	65002	359387
4595	65020	359392
4596	65041	359419
4597	65056	359410
4598	65079	359445
4599	65096	359446
4600	65109	359423
4601	65119	359390
4602	65129	359352
4603	65139	359316
4604	65152	359292
4605	65161	359252
4606	65174	359232
4607	65190	359228
4608	65201	359195
4609	65216	359183
4610	65228	359160
4611	65241	359138
4612	65255	359123
4613	65270	359116
4614	65287	359114
4615	65310	359152
4616	65326	359147
4617	65341	359139
4618	65355	359124
4619	65385	359195
4620	65408	359228
4621	65431	359261
4622	65453	359291
4623	65471	359300
4624	65488	359300
4625	65517	359367
4626	65539	359395
4627	65553	359384
4628	65567	359369
4629	65583	359362
4630	65598	359352
4631	65614	359349
4632	65626	359326
4633	65647	359345
4634	65660	359324
4635	65672	359302
4636	65691	359312
4637	65705	359295
4638	65720	359288
4639	65733	359266
4640	65745	359243
4641	65756	359209
4642	65776	359226
4643	65787	359196
4644	65798	359162
4645	65811	359143
4646	65823	359119
4647	65836	359097
4648	65847	359066
4649	65862	359058
4650	65873	359026
4651	65884	358992
4652	65893	358950
4653	65903	358917
4654	65915	358888
4655	65934	358900
4656	65948	358886
4657	65960	358859
4658	65971	358830
4659	65983	358800
4660	65994	358771
4661	66007	358751
4662	66018	358718
4663	66033	358709
4664	66043	358674
4665	66054	358643
4666	66066	358616
4667	66078	358588
4668	66089	358558
4669	66108	358568
4670	66122	358556
4671	66133	358525
4672	66146	358506
4673	66163	358506
4674	66178	358494
4675	66192	358482
4676	66208	358475
4677	66220	358448
4678	66235	358439
4679	66244	358399
4680	66256	358375
4681	66267	358341
4682	66277	358306
4683	66289	358279
4684	66299	358243
4685	66309	358207
4686	66322	358184
4687	66333	358153
4688	66344	358122
4689	66354	358089
4690	66364	358051
4691	66377	358031
4692	66392	358021
4693	66406	358004
4694	66416	357967
4695	66424	357924
4696	66434	357884
4697	66446	357858
4698	66457	357827
4699	66467	357791
4700	66479	357764
4701	66495	357762
4702	66506	357730
4703	66517	357699
4704	66532	357689
4705	66545	357674
4706	66555	357633
4707	66566	357601
4708	66576	357569
4709	66590	357552
4710	66603	357533
4711	66614	357500
4712	66625	357470
4713	66640	357462
4714	66655	357452
4715	66668	357432
4716	66679	357399
4717	66690	357367
4718	66703	357349
4719	66728	357395
4720	66746	357397
4721	66757	357370
4722	66771	357351
4723	66782	357323
4724	66797	357315
4725	66810	357292
4726	66821	357263
4727	66842	357284
4728	66853	357252
4729	66866	357233
4730	66880	357221
4731	66891	357188
4732	66901	357154
4733	66914	357130
4734	66924	357096
4735	66939	357084
4736	66950	357052
4737	66966	357051
4738	66978	357027
4739	66988	356990
4740	67003	356980
4741	67015	356956
4742	67029	356937
4743	67041	356912
4744	67053	356890
4745	67066	356869
4746	67076	356834
4747	67089	356810
4748	67104	356803
4749	67118	356788
4750	67130	356762
4751	67139	356720
4752	67155	356714
4753	67169	356699
4754	67188	356713
4755	67200	356685
4756	67212	356660
4757	67222	356624
4758	67234	356602
4759	67262	356659
4760	67276	356645
4761	67286	356611
4762	67298	356587
4763	67318	356600
4764	67332	356587
4765	67349	356585
4766	67372	356619
4767	67383	356590
4768	67394	356560
4769	67414	356577
4770	67430	356569
4771	67439	356532
4772	67451	356506
4773	67465	356489
4774	67475	356456
4775	67495	356471
4776	67507	356446
4777	67517	356409
4778	67530	356388
4779	67547	356391
4780	67558	356360
4781	67571	356337
4782	67592	356361
4783	67602	356327
4784	67612	356292
4785	67622	356257
4786	67636	356239
4787	67650	356226
4788	67664	356211
4789	67675	356176
4790	67688	356160
4791	67699	356128
4792	67712	356110
4793	67721	356068
4794	67730	356028
4795	67739	355986
4796	67747	355941
4797	67757	355903
4798	67769	355876
4799	67786	355876
4800	67800	355862
4801	67809	355822
4802	67819	355786
4803	67829	355751
4804	67843	355735
4805	67855	355711
4806	67869	355695
4807	67879	355660
4808	67889	355624
4809	67904	355615
4810	67916	355590
4811	67929	355569
4812	67940	355541
4813	67953	355521
4814	67969	355514
4815	67980	355485
4816	67994	355472
4817	68006	355446
4818	68025	355460
4819	68041	355451
4820	68058	355455
4821	68073	355444
4822	68087	355429
4823	68101	355414
4824	68114	355393
4825	68127	355373
4826	68138	355346
4827	68152	355328
4828	68167	355321
4829	68188	355341
4830	68203	355332
4831	68217	355319
4832	68229	355294
4833	68242	355271
4834	68253	355245
4835	68265	355216
4836	68281	355214
4837	68292	355185
4838	68304	355155
4839	68313	355119
4840	68330	355118
4841	68347	355119
4842	68359	355096
4843	68378	355103
4844	68393	355098
4845	68410	355094
4846	68425	355087
4847	68438	355067
4848	68451	355049
4849	68466	355035
4850	68477	355006
4851	68489	354980
4852	68500	354951
4853	68516	354946
4854	68529	354925
4855	68545	354922
4856	68557	354896
4857	68570	354880
4858	68581	354850
4859	68592	354820
4860	68605	354799
4861	68621	354792
4862	68631	354759
4863	68645	354743
4864	68659	354726
4865	68669	354692
4866	68682	354672
4867	68695	354653
4868	68709	354637
4869	68724	354631
4870	68740	354623
4871	68754	354610
4872	68765	354580
4873	68775	354547
4874	68787	354519
4875	68797	354485
4876	68809	354459
4877	68820	354431
4878	68837	354428
4879	68846	354390
4880	68861	354380
4881	68873	354353
4882	68883	354321
4883	68895	354295
4884	68908	354274
4885	68919	354245
4886	68931	354218
4887	68953	354244
4888	68967	354234
4889	68982	354222
4890	68994	354197
4891	69006	354172
4892	69020	354160
4893	69034	354142
4894	69047	354121
4895	69059	354100
4896	69074	354091
4897	69091	354089
4898	69103	354063
4899	69114	354035
4900	69128	354021
4901	69138	353984
4902	69149	353954
4903	69163	353941
4904	69176	353920
4905	69187	353891
4906	69201	353878
4907	69213	353850
4908	69224	353822
4909	69242	353827
4910	69257	353820
4911	69267	353782
4912	69282	353774
4913	69294	353751
4914	69311	353750
4915	69322	353717
4916	69336	353706
4917	69350	353691
4918	69367	353691
4919	69382	353683
4920	69397	353673
4921	69415	353677
4922	69429	353661
4923	69439	353628
4924	69452	353609
4925	69463	353578
4926	69477	353564
4927	69490	353543
4928	69504	353528
4929	69516	353503
4930	69529	353485
4931	69542	353465
4932	69551	353426
4933	69565	353413
4934	69577	353385
4935	69589	353360
4936	69603	353347
4937	69616	353324
4938	69628	353303
4939	69637	353261
4940	69648	353231
4941	69663	353221
4942	69673	353190
4943	69683	353151
4944	69695	353130
4945	69708	353110
4946	69721	353091
4947	69731	353053
4948	69741	353017
4949	69753	352993
4950	69765	352969
4951	69774	352930
4952	69785	352902
4953	69801	352897
4954	69812	352865
4955	69825	352846
4956	69837	352824
4957	69850	352801
4958	69861	352773
4959	69874	352755
4960	69885	352724
4961	69898	352705
4962	69913	352696
4963	69927	352681
4964	69942	352669
4965	69955	352649
4966	69966	352623
4967	69977	352591
4968	69989	352565
4969	70000	352539
4970	70012	352514
4971	70032	352528
4972	70046	352515
4973	70061	352502
4974	70073	352478
4975	70088	352468
4976	70099	352440
4977	70115	352439
4978	70127	352409
4979	70140	352391
4980	70150	352356
4981	70161	352327
4982	70172	352299
4983	70187	352286
4984	70199	352262
4985	70208	352227
4986	70220	352201
4987	70232	352176
4988	70243	352148
4989	70256	352128
4990	70270	352111
4991	70286	352107
4992	70302	352102
4993	70312	352069
4994	70326	352054
4995	70335	352016
4996	70349	352003
4997	70362	351980
4998	70375	351959
4999	70389	351949
5000	70403	351932
5001	70412	351894
5002	70423	351866
5003	70434	351835
5004	70448	351822
5005	70461	351799
5006	70474	351782
5007	70489	351772
5008	70502	351754
5009	70519	351752
5010	70530	351724
5011	70541	351693
5012	70550	351657
5013	70562	351630
5014	70576	351614
5015	70592	351609
5016	70606	351598
5017	70621	351587
5018	70638	351589
5019	70652	351572
5020	70666	351557
5021	70678	351532
5022	70691	351517
5023	70707	351513
5024	70723	351505
5025	70736	351485
5026	70748	351464
5027	70762	351448
5028	70774	351421
5029	70788	351406
5030	70799	351379
5031	70810	351350
5032	70823	351330
5033	70835	351307
5034	70846	351277
5035	70859	351260
5036	70874	351247
5037	70889	351241
5038	70902	351218
5039	70913	351192
5040	70924	351160
5041	70940	351155
5042	70956	351152
5043	70979	351184
5044	70996	351181
5045	71019	351213
5046	71038	351221
5047	71070	351296
5048	71099	351357
5049	71120	351377
5050	71143	351407
5051	71152	351370
5052	71180	351423
5053	71213	351501
5054	71238	351539
5055	71253	351533
5056	71268	351520
5057	71285	351520
5058	71294	351481
5059	71308	351470
5060	71319	351438
5061	71335	351433
5062	71347	351412
5063	71361	351398
5064	71381	351411
5065	71399	351415
5066	71414	351409
5067	71431	351407
5068	71443	351382
5069	71456	351361
5070	71468	351338
5071	71482	351325
5072	71495	351305
5073	71508	351285
5074	71521	351264
5075	71533	351243
5076	71547	351227
5077	71561	351209
5078	71576	351201
5079	71588	351178
5080	71598	351143
5081	71609	351113
5082	71624	351107
5083	71637	351084
5084	71650	351065
5085	71665	351054
5086	71675	351022
5087	71687	350997
5088	71696	350961
5089	71708	350935
5090	71723	350925
5091	71733	350892
5092	71742	350853
5093	71751	350814
5094	71760	350776
5095	71771	350745
5096	71784	350727
5097	71795	350694
5098	71806	350668
5099	71817	350639
5100	71833	350633
5101	71847	350617
5102	71857	350585
5103	71869	350561
5104	71883	350547
5105	71894	350518
5106	71908	350503
5107	71920	350477
5108	71931	350447
5109	71941	350415
5110	71952	350385
5111	71962	350351
5112	71976	350340
5113	71986	350304
5114	71998	350282
5115	72013	350271
5116	72027	350254
5117	72038	350229
5118	72050	350205
5119	72066	350196
5120	72081	350186
5121	72093	350162
5122	72107	350148
5123	72120	350130
5124	72131	350101
5125	72144	350080
5126	72158	350068
5127	72169	350041
5128	72181	350017
5129	72195	350002
5130	72210	349988
5131	72222	349967
5132	72232	349934
5133	72241	349894
5134	72253	349867
5135	72269	349863
5136	72281	349841
5137	72296	349831
5138	72308	349806
5139	72322	349794
5140	72343	349810
5141	72357	349798
5142	72368	349768
5143	72383	349760
5144	72394	349730
5145	72408	349716
5146	72426	349719
5147	72442	349718
5148	72455	349696
5149	72468	349675
5150	72480	349653
5151	72494	349638
5152	72509	349631
5153	72523	349615
5154	72538	349604
5155	72550	349582
5156	72561	349554
5157	72576	349544
5158	72588	349519
5159	72598	349485
5160	72609	349457
5161	72621	349434
5162	72632	349404
5163	72646	349388
5164	72659	349370
5165	72671	349348
5166	72683	349322
5167	72692	349284
5168	72713	349304
5169	72725	349280
5170	72741	349272
5171	72753	349250
5172	72764	349224
5173	72775	349192
5174	72784	349156
5175	72800	349150
5176	72813	349129
5177	72828	349119
5178	72837	349083
5179	72848	349052
5180	72860	349031
5181	72870	348998
5182	72888	349000
5183	72897	348963
5184	72909	348941
5185	72922	348918
5186	72933	348892
5187	72945	348867
5188	72959	348855
5189	72969	348818
5190	72985	348812
5191	73000	348807
5192	73015	348796
5193	73029	348780
5194	73041	348756
5195	73051	348722
5196	73060	348684
5197	73069	348645
5198	73081	348624
5199	73092	348595
5200	73106	348581
5201	73115	348541
5202	73127	348516
5203	73138	348491
5204	73151	348473
5205	73164	348451
5206	73175	348423
5207	73186	348397
5208	73198	348371
5209	73208	348337
5210	73219	348308
5211	73230	348278
5212	73242	348254
5213	73252	348221
5214	73265	348202
5215	73279	348189
5216	73291	348167
5217	73306	348154
5218	73316	348124
5219	73329	348106
5220	73352	348135
5221	73366	348117
5222	73375	348082
5223	73389	348068
5224	73406	348065
5225	73422	348061
5226	73438	348058
5227	73454	348051
5228	73466	348026
5229	73480	348014
5230	73500	348026
5231	73514	348011
5232	73525	347983
5233	73536	347956
5234	73548	347931
5235	73563	347922
5236	73577	347907
5237	73590	347890
5238	73603	347871
5239	73615	347846
5240	73628	347828
5241	73641	347809
5242	73655	347797
5243	73667	347772
5244	73681	347755
5245	73694	347740
5246	73704	347704
5247	73714	347672
5248	73725	347642
5249	73736	347613
5250	73747	347586
5251	73757	347552
5252	73765	347512
5253	73780	347501
5254	73793	347482
5255	73808	347471
5256	73820	347451
5257	73832	347427
5258	73849	347425
5259	73864	347417
5260	73875	347386
5261	73891	347383
5262	73905	347368
5263	73922	347368
5264	73936	347353
5265	73946	347323
5266	73956	347290
5267	73968	347264
5268	73980	347239
5269	73998	347246
5270	74012	347231
5271	74025	347210
5272	74044	347219
5273	74054	347187
5274	74066	347166
5275	74079	347147
5276	74089	347113
5277	74101	347090
5278	74119	347093
5279	74131	347071
5280	74143	347045
5281	74154	347017
5282	74168	347002
5283	74181	346984
5284	74192	346956
5285	74204	346932
5286	74214	346902
5287	74224	346868
5288	74236	346844
5289	74249	346823
5290	74260	346796
5291	74272	346773
5292	74284	346752
5293	74299	346740
5294	74312	346721
5295	74326	346706
5296	74340	346692
5297	74354	346677
5298	74363	346643
5299	74373	346606
5300	74381	346566
5301	74390	346527
5302	74401	346499
5303	74414	346480
5304	74425	346455
5305	74440	346446
5306	74455	346433
5307	74463	346394
5308	74476	346372
5309	74487	346344
5310	74498	346319
5311	74512	346304
5312	74524	346281
5313	74537	346259
5314	74547	346230
5315	74556	346192
5316	74572	346185
5317	74587	346178
5318	74604	346177
5319	74619	346166
5320	74632	346149
5321	74643	346120
5322	74653	346088
5323	74666	346068
5324	74677	346042
5325	74691	346026
5326	74706	346015
5327	74719	345997
5328	74729	345967
5329	74739	345935
5330	74753	345917
5331	74768	345908
5332	74778	345877
5333	74798	345892
5334	74814	345885
5335	74826	345863
5336	74841	345852
5337	74853	345830
5338	74865	345807
5339	74875	345772
5340	74885	345738
5341	74897	345716
5342	74913	345713
5343	74930	345711
5344	74944	345699
5345	74954	345666
5346	74964	345631
5347	74977	345615
5348	74993	345609
5349	75008	345600
5350	75023	345589
5351	75032	345553
5352	75043	345523
5353	75053	345493
5354	75066	345475
5355	75077	345444
5356	75090	345429
5357	75105	345416
5358	75119	345401
5359	75132	345387
5360	75143	345358
5361	75156	345336
5362	75167	345310
5363	75182	345299
5364	75193	345275
5365	75209	345268
5366	75223	345252
5367	75236	345233
5368	75251	345225
5369	75271	345238
5370	75291	345251
5371	75314	345282
5372	75331	345279
5373	75343	345255
5374	75360	345254
5375	75374	345241
5376	75387	345225
5377	75399	345201
5378	75410	345170
5379	75421	345144
5380	75434	345126
5381	75449	345115
5382	75463	345100
5383	75474	345075
5384	75499	345109
5385	75514	345101
5386	75530	345093
5387	75545	345087
5388	75560	345075
5389	75573	345058
5390	75589	345052
5391	75608	345061
5392	75620	345039
5393	75637	345036
5394	75649	345013
5395	75679	345071
5396	75693	345058
5397	75704	345029
5398	75718	345015
5399	75739	345034
5400	75758	345044
5401	75771	345024
5402	75781	344994
5403	75804	345019
5404	75820	345014
5405	75837	345015
5406	75855	345018
5407	75873	345022
5408	75887	345010
5409	75907	345019
5410	75925	345025
5411	75940	345017
5412	75960	345029
5413	75993	345101
5414	76019	345139
5415	76040	345157
5416	76065	345192
5417	76088	345220
5418	76109	345238
5419	76130	345255
5420	76146	345248
5421	76168	345271
5422	76183	345261
5423	76203	345274
5424	76226	345301
5425	76244	345306
5426	76261	345304
5427	76278	345305
5428	76301	345329
5429	76318	345331
5430	76337	345341
5431	76357	345351
5432	76376	345361
5433	76398	345383
5434	76416	345385
5435	76434	345390
5436	76456	345409
5437	76474	345415
5438	76492	345420
5439	76510	345423
5440	76525	345414
5441	76541	345404
5442	76556	345395
5443	76571	345385
5444	76587	345381
5445	76601	345367
5446	76611	345337
5447	76624	345318
5448	76638	345303
5449	76655	345302
5450	76668	345281
5451	76677	345244
5452	76689	345222
5453	76702	345202
5454	76720	345208
5455	76734	345190
5456	76754	345203
5457	76774	345219
5458	76798	345249
5459	76817	345258
5460	76833	345249
5461	76844	345222
5462	76856	345198
5463	76867	345170
5464	76886	345178
5465	76902	345176
5466	76916	345162
5467	76932	345155
5468	76948	345150
5469	76960	345124
5470	76971	345098
5471	76988	345096
5472	77004	345091
5473	77016	345070
5474	77026	345036
5475	77034	344995
5476	77042	344953
5477	77051	344915
5478	77063	344892
5479	77075	344871
5480	77088	344852
5481	77098	344818
5482	77108	344788
5483	77120	344763
5484	77136	344756
5485	77148	344733
5486	77162	344718
5487	77175	344700
5488	77185	344670
5489	77197	344646
5490	77207	344613
5491	77217	344582
5492	77231	344566
5493	77241	344536
5494	77253	344514
5495	77266	344494
5496	77278	344469
5497	77291	344453
5498	77301	344421
5499	77312	344393
5500	77325	344374
5501	77334	344336
5502	77343	344301
5503	77353	344266
5504	77364	344240
5505	77375	344214
5506	77386	344187
5507	77396	344153
5508	77412	344145
5509	77424	344124
5510	77436	344101
5511	77451	344091
5512	77467	344085
5513	77478	344058
5514	77494	344052
5515	77508	344039
5516	77520	344013
5517	77530	343985
5518	77540	343952
5519	77552	343927
5520	77572	343940
5521	77589	343939
5522	77604	343928
5523	77619	343919
5524	77635	343913
5525	77658	343940
5526	77675	343938
5527	77700	343975
5528	77721	343991
5529	77737	343985
5530	77756	343994
5531	77775	344000
5532	77804	344052
5533	77823	344059
5534	77839	344053
5535	77852	344034
5536	77868	344029
5537	77878	343997
5538	77888	343965
5539	77899	343938
5540	77918	343946
5541	77931	343929
5542	77942	343898
5543	77954	343877
5544	77967	343858
5545	77980	343839
5546	77992	343817
5547	78005	343796
5548	78019	343785
5549	78035	343778
5550	78051	343772
5551	78064	343752
5552	78073	343718
5553	78090	343714
5554	78115	343750
5555	78135	343761
5556	78159	343792
5557	78183	343822
5558	78202	343827
5559	78222	343842
5560	78238	343835
5561	78258	343849
5562	78285	343888
5563	78311	343929
5564	78329	343933
5565	78341	343908
5566	78356	343896
5567	78370	343883
5568	78386	343879
5569	78398	343856
5570	78419	343873
5571	78435	343868
5572	78456	343883
5573	78476	343892
5574	78501	343929
5575	78518	343926
5576	78531	343906
5577	78541	343877
5578	78558	343873
5579	78602	343990
5580	78619	343991
5581	78630	343964
5582	78641	343936
5583	78661	343946
5584	78691	344003
5585	78712	344018
5586	78726	344005
5587	78738	343982
5588	78748	343947
5589	78757	343913
5590	78772	343903
5591	78783	343874
5592	78799	343867
5593	78810	343841
5594	78822	343818
5595	78834	343793
5596	78846	343771
5597	78857	343745
5598	78869	343721
5599	78880	343691
5600	78891	343666
5601	78901	343636
